"Phase","Code","File","utt_dur","F0_max","F0_min","F0_mean","F0_SD","F0_range","Int_max","Int_min","Int_mean","Int_SD","Int_range","Faculty","Mod1A","Mod2A","Mod3A","Mod4A","Mod5A","Mod1B","Mod2B","Mod3B","Mod4B","Mod5B","Mod1","Mod2","Mod3","Mod4","Mod5","scoreA","scoreB","score","Arm","Group"
"test","C21","C21_ArmC4_processed.wav",1776,343.5488,207.455,271.202809,42.48006176,135.6575184,72.50664,23.97439,64.55889487,9.120481684,41.29258552,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2193.736,357.3732,194.882,269.9095827,38.08795897,160.0148506,75.8593,24.67458,65.46906205,9.241588903,45.21351407,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1497.68,396.474,222.5266,339.7638175,50.52178403,173.7365372,75.67708,25.53365,64.73217899,10.53069766,43.95637058,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2260.65,328.4663,216.3953,266.4807327,20.76152192,109.5652204,73.99994,23.80101,62.95366779,10.35133097,41.45920924,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1215.099,369.8238,260.6965,287.3773276,27.19279216,108.4355946,74.53106,24.59721,66.48215293,9.827715798,41.41451024,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3200.832,390.688,190.6678,268.9597301,46.00941103,199.9185073,75.16739,24.29458,64.49616235,8.514608533,42.34284112,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",992,339.9541,199.4116,273.2524308,45.61536659,140.399625,72.1273,24.62839,63.71463253,10.5331607,39.53792829,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1088,356.2562,198.1037,270.7315331,45.25820428,157.9819647,72.84032,24.28927,58.96168658,12.58188355,41.85121276,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3004.256,329.7501,187.4844,257.4520256,33.24051967,131.8173468,74.21051,24.09527,63.54062439,10.5177016,43.92242486,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3120,340.961,203.244,267.2544297,31.52470438,134.9476566,71.56663,24.25625,57.14673275,10.34366928,41.32707954,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",888,301.5964,192.1621,253.5337964,38.89347855,109.2362305,69.39128,24.42709,59.51269711,9.55499284,33.78213325,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3440,435.146,197.561,295.4431019,63.33760444,235.0281021,76.71623,24.46667,64.79236513,10.40793374,46.05031555,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",784,351.3642,233.2427,295.4142378,44.07385198,117.6285581,72.44444,24.3422,66.50794707,7.747235264,34.32283568,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2254.944,357.1559,216.3469,288.2864742,28.98053421,140.5700247,75.79415,24.42825,65.69708582,9.928853685,43.68633618,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1428.926,291.5841,200.7172,252.4131108,17.48691722,88.87361,74.60222,24.49232,67.1182661,7.483205854,41.76660395,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",920,285.8714,194.4986,246.36031,23.62020359,91.0638407,76.36744,24.26453,60.45706418,12.77480651,41.8361278,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2880,342.639,200.2871,257.5769949,31.20103726,141.0143704,74.51815,24.36909,61.16722987,11.3768304,43.07108738,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1608,324.1093,181.2214,247.0744104,43.72392911,142.3495595,72.58538,24.48095,59.76475806,12.2230429,42.21442845,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1976,370.6402,200.5088,278.7199246,41.70376152,159.9657001,76.81358,24.38983,64.1150649,12.52396685,46.15619094,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3016,376.87,190.8534,270.5027778,46.93873434,185.9815004,71.32221,24.31652,59.00630833,10.00143413,40.76815851,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3976,307.7189,175.1489,239.7082021,29.98882519,131.7327072,75.26876,24.41668,58.16157164,11.22773607,44.7177989,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3736,335.6296,191.8651,249.0935621,35.6798207,143.2485539,71.01297,24.20764,59.04857244,9.182312927,39.37333895,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1568,362.5626,237.1849,293.9328256,29.57332745,124.6335283,74.52687,24.70657,66.05228034,7.614331967,42.20976314,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3192,360.601,189.2437,271.8494952,46.79073371,170.0541739,72.26599,24.27455,61.86119373,8.877432836,41.21356331,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2091.101,412.9186,199.4766,303.8739127,55.26054741,212.9877376,75.6001,24.41254,65.53468253,12.34830273,43.46519647,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2496.134,430.3415,181.5902,295.7712925,76.09866405,248.5467952,75.47464,24.51578,63.33578468,11.92586281,45.12532696,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1423.322,351.6608,191.7738,275.8409357,46.2058635,154.3732345,74.47937,24.48894,64.28005676,9.483240913,42.35369698,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1848,363.1178,197.6161,257.8777509,37.49875897,164.1379465,75.57046,24.52877,67.75941055,8.578079233,43.48808983,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1328,344.7916,93.00597,250.1483734,75.40747484,238.1492605,74.07391,24.40629,58.30405881,12.5300325,43.91812199,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3040,389.1417,219.6924,278.6356721,44.9173909,166.1092491,75.19301,24.29023,66.05475779,8.344490613,41.13427659,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2120,446.1556,199.0669,289.7794418,49.90652862,245.8069281,75.75542,24.50355,65.9856518,8.64984313,44.93554218,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",744,342.4027,298.307,323.2777833,10.29742378,42.4273014,75.46013,24.05284,60.44959071,12.55864255,45.02904185,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",4760,380.654,147.2249,291.8094508,41.17244428,233.2636784,76.24974,24.08609,64.96111011,11.26215158,45.95114535,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1832,307.5157,197.1312,250.7982674,34.20022013,109.78488,65.70883,24.57622,54.58976552,9.584455366,35.48990778,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2136,343.303,190.2046,280.4456356,40.53510554,152.8313635,75.68134,24.26842,64.72915806,9.389654842,42.32875007,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1040,296.7027,202.9078,244.0804943,26.390838,92.8373425,60.7437,24.31308,48.71398436,7.424508764,30.49124871,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3328,396.4913,203.4671,284.8814352,44.06370402,189.7822176,76.00398,24.06585,66.24524329,9.009344221,43.27077955,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1200,349.5974,199.875,278.3899564,43.19267329,149.3008705,72.54721,24.30622,61.39748064,13.23466536,41.79495109,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2688,340.1763,79.71009,264.3573144,38.02087208,259.5053132,75.05767,24.15596,65.45146475,10.20580298,44.97292114,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1032,332.9181,210.3951,268.259948,37.65906907,122.346248,72.28202,24.40986,62.46892129,9.126465618,40.74813193,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",776,332.1629,82.54201,271.1523486,68.7359392,249.5778939,73.05508,24.45703,60.64044202,13.2048887,39.94015864,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1256,343.3029,199.698,263.1238194,40.12741558,141.0952362,71.92803,24.48941,60.56484518,10.9551017,40.17933098,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2940.66,435.4169,203.3954,290.9724608,46.38783106,230.1859398,75.48731,24.32425,63.26431519,10.45969162,44.87062933,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2437.92,379.4617,199.751,260.0085722,47.10794375,179.2886054,75.02796,24.67201,64.53516736,9.263666336,44.52585394,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",840,306.8214,193.8625,263.3659522,38.44454237,112.7886219,69.25906,24.37038,54.74267633,9.392955551,38.52052382,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1278.254,347.1936,250.6866,298.8260894,17.61261243,95.5757328,75.29808,24.02596,66.55553038,9.434108477,44.7463537,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2373.682,359.2193,91.63596,275.5862697,43.89509099,263.89264,76.6851,24.25602,66.18678512,9.782021176,45.36414187,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2464.707,330.272,201.3652,283.2128415,27.72706902,128.6327325,74.97426,24.12873,65.6503775,10.09876428,43.48448763,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1504,340.2279,116.5343,271.6519832,52.80556287,222.7888464,71.38411,24.40438,55.46132755,11.60904699,39.54101516,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3136,362.2478,196.9919,277.230377,40.49646529,160.1381908,75.82626,24.24302,62.81229635,10.31753562,43.70229195,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1056,338.8368,209.5037,284.8934955,42.54216327,129.0118381,72.28627,24.43344,61.8816845,9.417809219,40.29512061,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2208,599.9877,201.4608,256.0187485,59.54696014,398.412035,75.25645,24.26451,63.68365824,10.66070287,45.14612939,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2680,308.1828,179.5838,240.0283536,30.58272776,124.0649717,72.58697,24.32519,59.15182091,11.65471182,42.46180481,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3053.9,369.1649,99.89994,287.7480907,46.3976399,268.373361,75.57528,24.09538,63.05253401,10.79154309,43.63216748,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2757.196,381.7803,187.0036,269.5264126,52.71870591,191.8108523,74.36752,24.08438,62.96018406,10.31796146,43.98851081,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1344,314.052,183.2836,243.4481763,32.96787584,130.6753711,71.82292,24.38767,60.22766323,12.1088023,41.36354237,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2120,324.9167,196.0109,249.7760891,30.40366837,127.969829,72.64116,24.2385,60.46456839,9.683307914,40.608288,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2408,387.3446,213.5454,308.0978684,52.93459371,173.029041,74.99847,24.46472,65.22893512,9.758201235,43.39311338,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3904,334.5065,187.6803,262.8723242,37.46890568,146.5850673,75.38035,24.31183,62.93719695,10.34453619,44.53088634,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1648,348.0779,204.0164,288.1768504,39.55435232,142.9556357,76.27298,24.28234,64.58536512,10.15526511,45.76891499,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1080,351.2368,200.4088,285.521203,49.12875827,150.7023494,72.62836,24.5775,65.13482684,9.630654357,41.25923225,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1824,317.2684,187.5399,256.7903666,37.36974433,128.7605966,74.92156,24.06479,64.60894674,8.985776921,44.46498239,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2240,349.145,181.0166,259.8698917,37.17930081,167.6078712,73.56292,24.29021,58.03731526,12.14655848,43.28487023,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",840,307.5642,186.5354,256.2406615,38.70078342,120.5850219,70.71257,24.62799,57.72403489,9.415785408,35.06698339,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3672,370.3642,179.1281,274.8649606,41.62752955,188.0938976,73.69824,24.3918,64.06176464,9.955956974,43.52849251,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3091.153,348.3773,187.2571,269.2173495,39.90225626,160.45713,75.06058,24.58667,63.94765467,10.15482259,44.68897208,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1528.717,312.792,204.8653,266.5392288,23.33617237,105.2361404,73.77717,24.31014,64.93439305,9.636750484,42.75869849,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2552.496,518.2208,199.3723,283.973455,57.88157295,318.135831,76.30078,24.35658,64.6534314,10.96676832,45.07735355,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2545.181,363.9261,185.0472,268.8720164,45.04144166,178.006017,75.8764,24.85031,62.80664302,11.4539761,43.92752699,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2392,393.8201,228.2385,302.0954001,34.60151667,160.4117258,74.84074,24.30232,68.12274963,8.588543499,44.54756049,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3088,381.7059,194.2559,271.9176558,52.49328644,186.923549,77.34952,24.10549,62.98337488,11.46909701,46.91938558,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1248,342.9862,218.2737,298.3660835,40.49462727,123.866811,74.00589,24.37983,66.67062597,8.316476551,37.57772887,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1968,341.5778,198.1561,278.8598538,34.6273333,140.8115726,75.89868,24.57602,66.29168978,9.164479562,39.4819051,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1604.528,485.2521,262.8586,315.598028,34.15714392,221.5995911,73.82495,24.50885,65.28177196,10.6700374,40.82168829,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2422.303,335.8893,110.0256,273.6730599,33.86129478,221.4515148,76.01844,24.43309,65.67882884,11.14858463,45.95329671,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",5385.18,370.4442,200.8469,282.0663186,41.99891584,168.1456784,75.80295,24.23871,63.43731031,12.01772301,45.66616629,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2480,388.5383,199.0531,292.0033282,44.93777207,188.896623,76.51403,24.57663,67.26435076,8.616976999,44.48403651,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3256,391.7222,193.5116,299.6089716,46.30521726,197.8535754,76.11788,24.45169,65.005091,10.51773173,45.26429217,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2311.716,381.7042,186.6239,299.385456,32.77430924,189.6344299,76.00307,24.30683,65.234865,12.56778722,45.91835565,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1840,383.0604,184.6474,271.5463107,51.58588717,197.8587547,74.03816,24.34901,62.0080566,11.01936614,42.54796965,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2448,417.657,233.7256,323.9671768,49.62016427,183.3902408,77.05263,24.28206,65.14159637,11.91702268,46.05239898,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1680,354.8967,189.9509,284.3766235,25.80926045,148.4125132,75.898,24.47086,65.49703615,11.61983263,45.77409784,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3168,607.0348,199.0034,279.2023478,56.04132228,381.6146997,76.40944,23.83036,64.29120519,10.98082238,45.35005656,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2400,415.8808,214.8517,308.3911972,50.62162123,200.1630345,76.04275,24.18775,65.17010863,11.24796776,45.83671846,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",2080,358.671,223.0076,297.2070085,33.39935575,135.2279251,76.3703,24.40876,66.54067873,10.57132901,41.79966877,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",4136,480.4488,202.0516,306.0393942,47.20789478,224.0288382,76.52085,24.03607,65.63192041,10.42639346,45.76476284,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1496,359.099,225.5443,294.0527893,37.05178358,131.237796,76.45973,24.40924,64.00659333,11.72135529,45.79418007,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1552,554.9469,197.4968,282.0449827,58.47151747,341.8859358,75.02121,24.55266,65.98428815,9.532233322,44.77104471,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1104,306.4507,200.9046,261.8875919,31.2857074,101.6248804,73.86072,24.3488,63.4574623,10.35892791,40.87518787,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",1600,365.2813,228.0941,276.825829,28.31510046,137.1871308,75.51221,24.25214,66.6759753,9.649773005,44.46918778,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3680,374.4224,199.7704,299.1046405,40.20970139,172.7505406,75.62049,24.36201,66.30399205,9.896245799,45.3249739,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C21","C21_ArmC4_processed.wav",3673.702,450.298,194.345,286.7267329,49.25633543,241.828054,76.9211,24.43572,64.38894877,10.97328983,45.58281206,"Nurse",14,15,16,12,9,11,16,16,12,5,12.5,15.5,16,12,7,66,60,63,"C4","C"
"test","C22","C22_ArmC5_processed.wav",2840,310.5296,84.14128,231.2705712,45.14247353,224.9576844,67.09158,24.4499,55.48316386,8.578016808,36.67349891,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",2536,288.4215,86.06099,207.5289493,49.49116802,200.1867986,67.65736,23.88291,53.53527375,9.187016609,37.38071384,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",4072,352.7306,79.85746,243.038175,51.45221251,258.322107,70.89185,24.5243,57.64871174,8.092162818,39.54402149,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",3704,310.8628,79.99906,234.4031415,38.70416378,230.6956749,69.71193,24.30919,56.16230065,9.91077704,38.92219305,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",3568,300.5851,155.4371,233.3923108,31.01798606,144.1636279,70.21192,24.43494,55.71844309,10.15631781,39.81311351,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",3784,301.4191,79.18875,224.6746253,42.87282866,222.2303603,72.58297,24.29838,58.68477801,9.95750156,42.28971962,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",1400,340.1283,97.07293,240.2028882,68.40398657,240.8804005,70.05551,24.55761,57.94371879,8.821401598,38.64699397,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",1394.434,316.3369,78.9518,219.2981168,53.3214715,236.7946982,67.55895,24.47378,53.20482209,8.50715204,36.63498897,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",1268.017,270.7862,101.3343,208.6247589,52.70412179,168.5243674,60.96423,24.6025,51.0815098,6.743684278,28.67296752,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",1520,325.2065,85.77406,208.6964447,52.66112867,238.4589902,67.26588,24.5854,54.36582917,8.02048296,34.50845036,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
"test","C22","C22_ArmC5_processed.wav",3328,315.479,110.3279,230.1846333,40.84871341,204.6409964,68.82284,24.57517,57.21913364,7.470956189,37.81682306,"Nurse",7,14,18,13,9,8,16,12,13,9,7.5,15,15,13,9,61,58,59.5,"C5","C"
